Asset Group,Class,Category,defect
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),غرفة تفتيش,فقدان الغطاء
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرآة,تالف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), مرآة,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),وحدة إضاءة ليلية,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),وحدة إضاءة ليلية,التماس
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),وحدة إضاءة ليلية,لا يعمل
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),وحدة إضاءة ليلية,يعمل جزئي 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مغسلة,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مغسلة,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مغسلة,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مغسلة,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صندوق المفاتيح والأفياش,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صندوق المفاتيح والأفياش,لا يعمل
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صندوق المفاتيح والأفياش,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),صندوق المفاتيح والأفياش,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), سلة نفايات,نظافة 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), سلة نفايات,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), حامل المناديل,تالف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), حامل المناديل,مفقود
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مبولة,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مبولة,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مبولة,نظافة 
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مبولة,انسداد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة),مبولة,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Type2 Toilet Complex (الدورات المنقولة), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), باب,مفقود
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), باب,مكسور
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,نظافة 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,طفح
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), مرحاض فرنسي,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),شبك تصريف المياه,مفقود
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),شبك تصريف المياه,تالف 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),وحدة إضاءة,لا يعمل
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),وحدة إضاءة,مفقود
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),وحدة إضاءة,يعمل جزئي 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),شطاف,فقد
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Type3 Toilet Complex (الدورات المنقولة), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), باب,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), باب,مكسور
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مرحاض فرنسي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),مروحة تنقية الهواء,فقدان احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),مروحة تنقية الهواء,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),مروحة تنقية الهواء,التماس
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),شبك تصريف المياه,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),شبك تصريف المياه,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),وحدة إضاءة,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),وحدة إضاءة,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),وحدة إضاءة,يعمل جزئي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),شطاف,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), وحدة الاستحمام,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), وحدة الاستحمام,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), سلة نفايات,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), سلة نفايات,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مضخة المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مضخة المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), مضخة المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), خزان المياه,فارغ
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), خزان المياه,تسريب 
مجمعات دورات المياه خارج الخيام,Toilet Complex (الدورات الحديثة), خزان المياه,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),المواضيء,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صنابير المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,انسداد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض عربي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التوزيع الفرعية,حريق 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), باب,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), باب,مكسور
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), باب,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), باب,مكسور
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صفارة الإنذار,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),صفارة الإنذار,تلف احد مكونات الصفارة
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,إنقطاع الكهرباء
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,فقدان احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), لوحة التحكم بإطفاء الحريق,التماس كهربائي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), ضوء إنذار الحريق,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), ضوء إنذار الحريق,تلف احد مكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), مرحاض فرنسي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),مروحة تنقية الهواء,فقدان احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),مروحة تنقية الهواء,تلف احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),مروحة تنقية الهواء,التماس
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شبك تصريف المياه,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شبك تصريف المياه,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شبك تصريف المياه,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شبك تصريف المياه,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), رشاشات مكافحة الحريق,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), رشاشات مكافحة الحريق,تالف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), رشاشات مكافحة الحريق,فقدان احد الاجزاء 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), رشاشات مكافحة الحريق,تسرب مياه 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), رشاشات مكافحة الحريق,عدم وصول المياه 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,يعمل جزئي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,لا يعمل
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),وحدة إضاءة,يعمل جزئي 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),غرفة تفتيش,غطاء المنهول تالف
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),غرفة تفتيش,هبوط/ ارتفاع منسوب المنهول  
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),غرفة تفتيش,فقدان الغطاء
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),غرفة تفتيش,طفح المجاري
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),غرفة تفتيش,يوجد رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شطاف,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شطاف,تلف في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),شطاف,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,تلف في احد المكونات 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,فقد في احد المكونات
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), جهاز كشف الدخان,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (المشاريع), جهاز كشف الدخان,تالف
